CountryCode,IndicatorCode,Year,value,IndicatorType,IndicatorSubType,Gender
CHN,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
CHN,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CHN,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CHN,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2014,27.2740898132324,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2015,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CIV,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2010,46.8747100830078,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2014,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2015,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CMR,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2013,59.1537208557129,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2014,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2015,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2016,65.8127975463867,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
COD,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2014,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2015,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
COG,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2004,36.495979309082,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2005,40.7414817810059,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2006,37.4548110961914,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2007,41.6937789916992,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2008,42.8718414306641,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2009,42.130729675293,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2010,43.6539115905762,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2011,44.7255516052246,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2012,45.8097686767578,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2013,47.2545890808105,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2014,48.5044708251953,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2015,49.3331184387207,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2016,50.9717788696289,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2018,53.028018951416,Education,Lower Secondary,Male
COL,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2014,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2015,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
COM,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2014,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2015,30.6373291015625,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CPV,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2007,47.4192390441895,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2008,49.4658393859863,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2009,50.3309097290039,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2010,48.7825202941895,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2011,50.0532684326172,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2012,50.7602005004883,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2014,54.432300567627,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2015,52.1231689453125,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2016,52.4593505859375,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2018,53.4565811157227,Education,Lower Secondary,Male
CRI,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2014,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2015,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CSS,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2002,71.7848205566406,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2012,83.2173080444336,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2014,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2015,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CUB,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2006,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2007,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2008,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2014,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2015,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CUW,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2004,77.1700286865234,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2005,83.3765411376953,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2006,80.4160079956055,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2007,92.4862518310547,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2008,91.8047637939453,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2009,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2010,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2011,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2012,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2013,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2014,95.3348388671875,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2015,94.2126235961914,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2016,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CYM,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2004,71.359489440918,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2005,72.7846603393555,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2006,75.0675964355469,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2007,76.947021484375,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2008,77.308723449707,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2009,78.1039962768555,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2010,79.6020126342773,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2011,80.2453384399414,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2012,81.6967697143555,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2013,82.666748046875,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2014,81.1148300170898,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2015,80.6595916748047,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2016,82.5565414428711,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2017,NA,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2018,83.7653884887695,Education,Lower Secondary,Male
CYP,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2004,NA,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2005,NA,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2006,99.7975616455078,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2007,99.7995071411133,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2008,99.7700881958008,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2009,99.7951736450195,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2010,99.8747711181641,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2011,99.7924118041992,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2012,99.7529067993164,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2013,99.7615203857422,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2014,99.8161163330078,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2015,99.7890090942383,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2016,99.774040222168,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2017,99.9027099609375,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2018,NA,Education,Lower Secondary,Male
CZE,SE.SEC.CUAT.LO.MA.ZS,2019,NA,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2000,NA,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2001,NA,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2002,NA,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2003,NA,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2004,97.9570236206055,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2005,97.3251266479492,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2006,97.2818832397461,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2007,97.4354629516602,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2008,97.1188201904297,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2009,97.0770034790039,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2010,96.9428176879883,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2011,97.0821380615234,Education,Lower Secondary,Male
DEU,SE.SEC.CUAT.LO.MA.ZS,2012,97.0964508056641,Education,Lower Secondary,Male
